label,news_text,id,preprocessed_news_text
pants-fire,"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount.",616,wisconsin one counti dane that hand count vote 2016 presidenti recount
pants-fire,Barack Obama began his presidency with an apology tour.,9928,barack obama began presid apolog tour
barely-true,Congress is on a five-week vacation.,6707,congress vacat
half-true,Weve created more jobs in the United States than every other advanced economy combined since I came into office.,589,weve creat job unit state everi advanc economi combin sinc came offic
true,The President has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didnt have the constitutional power to take.,10041,presid decid move forward execut action immigr said numer occas didnt constitut power take
barely-true,The U.S. has over $62 trillion in unfunded liabilities.,3250,62 trillion unfund liabil
pants-fire,The stimulus created zero jobs.,2713,stimulu creat zero job
half-true,Says Donald Trump has saidhewould be neutral between Israel and its enemies.,6419,say donald trump saidhewould neutral israel enemi
mostly-true,"Says for the first time in the history of the United States, the government cut taxes during wartime",2497,say first time histori unit state govern cut tax wartim
barely-true,"President Obama has worked to change Medicare for the worse by creating an unelected, unaccountable panel with the power to deny coverage of certain treatments.",6552,presid obama work chang medicar wors creat unelect unaccount panel power deni coverag certain treatment
mostly-true,"Young women, account for a shocking 74% of all new HIV infections among adolescents in Africa.",4064,young women account shock 74 new hiv infect among adolesc africa
mostly-true,"For the first time in history, the share of the national popular vote margin is smaller than the Latino vote margin.",9,first time histori share nation popular vote margin smaller latino vote margin
false,"The Baucus health care bill ""could be used to ban guns in home self-defense.""",4051,baucu health care bill could use ban gun home
false,The study that states that more than 70 percent of the traffic on the Sellwood Bridge is to/from Clackamas County has been thoroughly debunked by The Oregonian.,8742,studi state 70 percent traffic sellwood bridg clackama counti thoroughli debunk oregonian
false,Were the worst state in the country at moving people from welfare to work.,1327,worst state countri move peopl welfar work
half-true,More than half of last years U.S. college graduates are unemployed or underemployed.,5411,half last year colleg graduat unemploy underemploy
true,The Austin Independent School Districts graduation rate reached an all-time high of 82.5 percent in 2012.,4133,austin independ school district graduat rate reach high percent 2012
half-true,"Says she would bring 186,740 new jobs to Wisconsin and Donald Trump would cost Wisconsin 61,050 jobs.",1044,say would bring new job wisconsin donald trump would cost wisconsin job
false,Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.,4448,among obama pet project bill would commit spend percent gross nation product foreign aid
pants-fire,Justice John Roberts Signed Off On Obamas Arrest For Treason.,2972,justic john robert sign obama arrest treason
false,Illegal immigrants mow the grass around the (Texas) Capitol.,8046,illeg immigr mow grass around texa capitol
barely-true,"Bill Gunter would drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations.",5062,bill gunter would drain million local public school give tax dollar privat school run corpor
pants-fire,Were the only nation in the world that does not use the military to secure our border.,4526,nation world use militari secur border
false,Rick Perry is taking money away from hurricane victims and diverting it to remodel the Governors Mansion.,4660,rick perri take money away hurrican victim divert remodel governor mansion
barely-true,"If Fox News presidential debate rules had been in place during the1992 election,Bill Clinton wouldnt have beenon the stage.",2132,fox news presidenti debat rule place the1992 elect bill clinton wouldnt beenon stage
half-true,"Families are paying $900, on average, ""in higher premiums because of uncompensated care.""",3924,famili pay 900 averag higher premium uncompens care
half-true,President Barack Obama deserves to be called the most successful food stamp president in American history because 47 million Americans are on food stamps.,7722,presid barack obama deserv call success food stamp presid american histori 47 million american food stamp
false,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",4144,claim former tom daschl said senior accept condit come age instead treat
half-true,Says Russ Feingold formed his own political group to pay himself and his staff millions.,8293,say russ feingold form polit group pay staff million
mostly-true,"Over 22,000 unique Internet Protocol addresses -- in Wisconsin alone -- have downloaded child pornography.",2253,uniqu internet protocol address wisconsin alon download child pornographi
mostly-true,State employees havent received a raise in five or six years.,7858,state employe havent receiv rais five six year
